"x","Sin","Cos","Bump"
0,0,1,0.5
0.0025062656641604,0.0157466807718577,0.999876013335988,0.500061993332006
0.0050125313283208,0.0314894567868791,0.999504084089338,0.500247957955331
0.0075187969924812,0.0472244242565033,0.998884304488584,0.500557847755708
0.0100250626566416,0.0629476813284807,0.998016828222535,0.500991585888733
0.012531328320802,0.0786553290544277,0.996901870402167,0.501549064798916
0.0150375939849624,0.0943434723566623,0.995539707507284,0.502230146246358
0.0175438596491228,0.110008220994079,0.993930677317949,0.503034661341025
0.0200501253132832,0.125645690526826,0.992075178830736,0.503962410584632
0.0225563909774436,0.141252003279542,0.989973672159778,0.505013163920111
0.025062656641604,0.156823289302914,0.987626678422679,0.50618666078866
0.0275689223057644,0.172355687333326,0.985034779611287,0.507482610194356
0.0300751879699248,0.187845345750346,0.982198618447375,0.508900690776312
0.0325814536340852,0.203288423531827,0.979118898223267,0.510440550888366
0.0350877192982456,0.218681091206376,0.975796382627436,0.512101808686282
0.037593984962406,0.234019531802962,0.972231895555131,0.513884052222435
0.0401002506265664,0.249299941797425,0.968426320904074,0.515786839547963
0.0426065162907268,0.264518532055645,0.964380602355277,0.517809698822361
0.0451127819548872,0.279671528773146,0.960095743139033,0.519952128430484
0.0476190476190476,0.294755174410904,0.955572805786141,0.52221359710693
0.050125313283208,0.309765728627111,0.950812911864429,0.524593544067785
0.0526315789473684,0.324699469204683,0.945817241700635,0.527091379149683
0.0551378446115288,0.339552692974269,0.940587034087714,0.529706482956143
0.0576441102756892,0.354321716732539,0.935123585977654,0.532438207011173
0.0601503759398496,0.369002878155519,0.929428252159866,0.535285873920067
0.06265664160401,0.383592536706753,0.92350244492523,0.538248777537385
0.0651629072681704,0.398087074540054,0.917347633715889,0.541326183142055
0.0676691729323308,0.412482897396639,0.910965344760861,0.54451732761957
0.0701754385964912,0.426776435496404,0.904357160697578,0.547821419651211
0.0726817042606516,0.440964144423136,0.897524720179434,0.551237639910283
0.075187969924812,0.455042506003437,0.890469717469445,0.554765141265278
0.0776942355889724,0.469008029179131,0.88319390202011,0.558403048989945
0.0802005012531328,0.482857250872961,0.875699078039601,0.5621504609802
0.0827067669172932,0.496586736847331,0.867987104044363,0.566006447977818
0.0852130325814536,0.510193082555912,0.860059892398254,0.569970053800873
0.087719298245614,0.523672913987878,0.851919408838327,0.574040295580836
0.0902255639097744,0.537022888504566,0.843567671987383,0.578216164006309
0.0927318295739348,0.550239695668367,0.835006752853402,0.582496623573299
0.0952380952380952,0.563320058063622,0.826238774315995,0.586880612842003
0.0977443609022556,0.576260732109337,0.817265910599978,0.591367044700011
0.100250626566416,0.589058508863501,0.808090386736229,0.595954806631885
0.102756892230576,0.601710214818822,0.798714478009938,0.600642760995031
0.105263157894737,0.614212712689668,0.789140509396394,0.605429745301803
0.107769423558897,0.626562902190034,0.779370854984456,0.610314572507772
0.110275689223058,0.638757720802328,0.769407937387843,0.615296031306078
0.112781954887218,0.650794144536794,0.759254227144389,0.620372886427806
0.115288220551378,0.66266918868138,0.748912242103413,0.625543878948293
0.117794486215539,0.674379908541871,0.738384546801365,0.630807726599317
0.120300751879699,0.685923400172088,0.727673751825886,0.636163124087057
0.12280701754386,0.697296801093995,0.716782513168451,0.641608743415774
0.12531328320802,0.708497291007515,0.705713531565757,0.647143234217122
0.12781954887218,0.719522092489888,0.694469551830009,0.652765224084996
0.130325814536341,0.7303684716844,0.683053362168282,0.658473318915859
0.132832080200501,0.741033738978304,0.671467793491121,0.664266103254439
0.135338345864662,0.751515249669776,0.659715718710547,0.670142140644726
0.137844611528822,0.761810404623727,0.647800052027655,0.676099973986172
0.140350877192982,0.771916650916321,0.635723748209968,0.682138125895016
0.142857142857143,0.78183148246803,0.623489801858734,0.688255099070633
0.145363408521303,0.791552440665077,0.611101246666343,0.694449376666828
0.147869674185464,0.801077114969108,0.598561154664058,0.700719422667971
0.150375939849624,0.810403143514936,0.585872635460225,0.707063682269888
0.152882205513784,0.819528213696226,0.573038835469179,0.713480582265411
0.155388471177945,0.828450062738957,0.560062937131014,0.719968531434493
0.157894736842105,0.837166478262529,0.546948158122427,0.726525920938786
0.160401002506266,0.845675298828376,0.533697750558814,0.733151124720593
0.162907268170426,0.853974414475945,0.520315000187835,0.739842499906082
0.165413533834586,0.86206176724591,0.50680322557464,0.74659838721268
0.167919799498747,0.869935351690488,0.493165777278946,0.753417111360527
0.170426065162907,0.877593215370743,0.479406037024192,0.760296981487904
0.172932330827068,0.885033459340731,0.465527416858963,0.767236291570518
0.175438596491228,0.892254238618394,0.451533358310889,0.774233320844555
0.177944862155388,0.899253762643064,0.437427331533242,0.781286334233379
0.180451127819549,0.906030295719473,0.423212834444425,0.788393582777787
0.182957393483709,0.912582157448163,0.408893391860589,0.795553304069706
0.18546365914787,0.918907723142175,0.394472554621566,0.802763722689217
0.18796992481203,0.925005424229933,0.37995389871036,0.81002305064482
0.19047619047619,0.930873748644204,0.365341024366395,0.817329487816802
0.192982456140351,0.936511241197055,0.350637555192754,0.824681222403623
0.195488721804511,0.941916503940694,0.335847137257623,0.832076431371189
0.197994987468672,0.947088196514131,0.320973438190158,0.839513280904921
0.200501253132832,0.952025036475546,0.306020146271018,0.846989926864491
0.203007518796992,0.956725799620305,0.290990969517765,0.854504515241118
0.205513784461153,0.961189320284525,0.275889634765375,0.862055182617312
0.208020050125313,0.965414491634134,0.260719886742086,0.869640056628957
0.210526315789474,0.96940026593933,0.245485487140799,0.8772572564296
0.213032581453634,0.973145654834395,0.230190213686285,0.884904893156858
0.215538847117794,0.976649729562778,0.214837859198404,0.892581070400798
0.218045112781955,0.979911621207408,0.199432230651592,0.900283884674204
0.220551378446115,0.982930520906158,0.183977148230831,0.908011425884585
0.223057644110276,0.985705680052423,0.168476444384342,0.915761777807829
0.225563909774436,0.988236410480754,0.152933962873246,0.923533018563377
0.228070175438596,0.990522084637503,0.137353557818408,0.931323221090796
0.230576441102757,0.992562135736444,0.121739092744723,0.939130453627639
0.233082706766917,0.994356057899317,0.106094439623058,0.946952780188471
0.235588972431078,0.995903406281271,0.0904234779101158,0.954788261044942
0.238095238095238,0.99720379718118,0.0747300935864244,0.962634953206788
0.240601503759398,0.998256908136784,0.0590181781927228,0.970490910903639
0.243107769423559,0.999062478004655,0.0432916278649612,0.978354186067519
0.245614035087719,0.999620307024951,0.0275543423681621,0.986222828815919
0.24812030075188,0.999930256870955,0.0118102241293846,0.994094887935308
0.25062656641604,0.99999225068337,-0.0039368227299751,1.00196841136499
0.2531328320802,0.999806273089386,-0.0196828933623004,1.00984144668115
0.255639097744361,0.999372370206485,-0.0354240831620538,1.01771204158103
0.258145363408521,0.998690649631009,-0.051156488734013,1.02557824436701
0.260651629072682,0.997761280411478,-0.0668762088612111,1.03343810443061
0.263157894736842,0.99658449300667,-0.0825793454723323,1.04128967273617
0.265664160401002,0.995160579228474,-0.0982620046083304,1.04913100230417
